bathrooms,bedrooms,interest_level,price,Elevator,CatsAllowed,HardwoodFloors,DogsAllowed,Doorman,Dishwasher,NoFee,LaundryinBuilding,FitnessCenter,Pre-War,LaundryinUnit,RoofDeck,OutdoorSpace,DiningRoom,HighSpeedInternet,Balcony,SwimmingPool,LaundryInBuilding,NewConstruction,Terrace
1.0,0,1,1825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2850,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0,0,2195,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3700,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2650,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2700,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1800,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,2,2,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,1825,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3100,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
1.0,2,1,2729,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2635,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2350,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3495,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2.0,3,1,4892,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
1.0,0,1,1850,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1800,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2300,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,3,0,5450,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,2100,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2300,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2.0,4,1,3400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4025,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,0,2500,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3345,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3900,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0,0,2100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2795,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3605,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1.0,1,1,3200,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2600,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2150,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,0,3300,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0,1,2400,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2400,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3395,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1
1.0,1,0,3895,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1,0,4195,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,0,3545,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
1.0,1,0,3595,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,2550,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4850,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2100,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,5,0,7995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2900,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3450,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,2,1,2950,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,1,6000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,2675,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1.0,3,0,3795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1850,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.5,2,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3875,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,1,4708,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1.0,0,1,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3100,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
1.0,3,1,3500,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2.0,4,0,6295,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0
1.0,1,1,2155,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,2,2,3000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2275,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4295,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1.0,1,0,2400,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3350,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2.0,2,0,5795,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,5195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3800,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4195,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1.0,1,0,3595,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,5550,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,2,1800,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2975,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,5300,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1
1.0,1,0,3735,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,2,0,4186,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3650,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,1,6695,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,2,1,3400,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
1.0,2,0,4095,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1.0,1,0,2700,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2350,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4195,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2378,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0,0,2100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1650,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3999,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
1.0,2,1,2887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2575,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0,2,1750,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4915,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4295,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,5000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3200,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0
1.0,0,0,2525,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3350,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1.0,3,0,3995,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,0,6500,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1.0,1,1,2300,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2,0,2450,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2715,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,2800,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4300,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3400,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4025,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1.0,0,0,3100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,4095,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2550,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1.0,1,0,3400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2595,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,0,4600,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1,1,1700,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2350,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2780,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
1.0,2,1,2250,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2150,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,0,3000,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2.0,3,0,5903,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
1.0,1,1,2750,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,1,0,2855,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,0,2,1350,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3350,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3390,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
1.0,1,0,3970,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,2,0,7400,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,5400,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2.0,3,1,5200,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
1.0,1,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1,0,4995,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1700,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2850,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2550,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,6380,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,2,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2595,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,3,0,5800,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2.0,3,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3950,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3395,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,3,0,3300,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3300,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
1.0,1,0,3835,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2525,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1.5,2,0,5600,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,2,3995,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
1.0,2,0,3437,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,3,0,3520,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2495,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1.0,1,0,3865,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2999,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,3495,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,5290,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1.0,1,0,3200,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2800,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,0,2600,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,3450,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,4,0,5700,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
1.0,3,0,4900,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1800,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,4,0,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,2300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3495,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,3,1,4500,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0,2700,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,1,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1662,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4370,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2600,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1.0,2,0,3300,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3100,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2395,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2,0,4310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,0,7750,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0,1,1,3500,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2,0,2600,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,5600,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3050,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2865,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0,0,3725,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,2,3500,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4595,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,3,1,4500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,5995,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
1.0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1875,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,2395,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,0,3450,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,2,0,6045,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
2.0,3,2,4676,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
1.0,0,0,3850,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1.0,1,0,2750,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3600,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1.0,1,0,4390,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2895,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2400,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1.0,2,0,2350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3400,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
3.0,3,0,18000,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,0,3600,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3500,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
1.0,2,2,2650,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2600,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,2750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,2195,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.5,3,0,5550,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2.0,2,0,7800,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,2,4995,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1.0,2,1,2975,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4181,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3700,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0,4295,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1.0,0,1,2300,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2800,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2.0,3,0,5600,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1.0,2,0,3000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3495,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1,0,4000,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0,2750,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1,0,3150,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2.0,2,0,7700,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,2995,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,5295,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2495,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4995,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3190,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2600,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4604,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2665,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4465,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
